Year,Month,Day,GMT,SWEAT index,Showalter index,LIFTED index,K index,Cross totals index,Vertical totals index,Totals totals index,TLCL,PLCL,CINE,CAPE,PRECIPITABLE WATER,1000-500 THICKNESS,prob,Date
1981,1,1,0,91.2,12.4,13.4,-1.4,3.0,21.7,24.7,284.41,993.98,0.0,0.0,22.8,5636,,1981-01-01
1981,1,2,0,75.7,10.2,11.3,1.6,10.2,20.1,30.3,282.11,956.13,0.0,0.0,20.4,5592,,1981-01-02
1981,1,3,12,64.0,2.1,-0.2,2.8,13.4,24.1,37.5,284.25,862.29,-260.5,0.8,19.7,5636,,1981-01-03
1981,1,4,0,128.3,6.9,6.9,17.5,16.3,25.3,41.6,284.79,978.71,0.0,0.0,23.8,5581,,1981-01-04
1981,1,5,0,194.2,2.8,1.2,23.5,22.5,28.1,50.6,286.68,965.77,-138.5,83.1,28.6,5578,,1981-01-05
1981,1,6,0,151.4,5.1,1.8,25.4,18.9,24.9,43.8,289.11,975.72,-112.9,47.9,33.2,5648,,1981-01-06
1981,1,7,0,287.4,-1.1,-4.9,35.7,25.9,27.9,53.8,290.75,988.05,-22.1,699.7,32.2,5590,,1981-01-07
1981,1,8,0,93.6,8.6,8.2,12.0,12.5,20.1,32.6,285.79,988.33,0.0,0.0,25.5,5591,,1981-01-08
1981,1,9,0,87.2,7.3,7.1,14.1,14.7,17.9,32.6,284.3,960.95,-17.1,41.5,23.0,5540,,1981-01-09
1981,1,10,0,67.9,11.5,12.4,14.8,11.9,23.1,35.0,280.73,928.51,0.0,0.0,24.1,5603,,1981-01-10
1981,1,11,0,64.0,6.9,6.9,22.6,2.2,27.3,29.5,282.8,936.57,0.0,0.0,22.0,5599,,1981-01-11
1981,1,12,0,89.9,5.9,5.3,22.1,17.7,24.7,42.4,284.13,947.49,0.0,0.0,24.0,5566,,1981-01-12
1981,1,13,0,73.6,0.6,0.2,21.1,20.7,26.7,47.4,285.14,968.61,-84.1,7.8,20.2,5530,,1981-01-13
1981,1,14,0,73.7,7.5,8.2,0.8,14.9,20.1,35.0,282.91,958.6,0.0,0.0,19.5,5545,,1981-01-14
1981,1,15,0,58.2,9.5,9.3,-2.6,9.6,20.3,29.9,283.71,961.07,0.0,0.0,22.0,5623,,1981-01-15
1981,1,16,0,52.4,13.0,13.9,1.2,11.1,24.1,35.2,281.5,953.63,0.0,0.0,18.5,5640,,1981-01-16
1981,1,17,0,36.9,11.5,11.3,2.0,11.1,24.7,35.8,283.54,963.73,0.0,0.0,21.0,5642,,1981-01-17
1981,1,18,0,44.6,12.3,12.1,-2.4,9.9,21.5,31.4,283.71,961.07,0.0,0.0,20.5,5648,,1981-01-18
1981,1,19,0,127.8,8.2,7.9,17.0,18.1,22.1,40.2,284.13,947.49,0.0,0.0,22.9,5579,,1981-01-19
1981,1,20,0,95.7,5.2,5.3,17.5,18.5,23.5,42.0,284.3,960.95,-112.2,10.5,22.2,5546,,1981-01-20
1981,1,21,0,99.5,8.0,7.6,10.7,16.3,20.7,37.0,284.43,955.61,-117.6,2.5,24.2,5583,,1981-01-21
1981,1,22,0,87.3,6.9,7.2,7.4,9.6,22.7,32.3,283.49,958.48,0.0,0.0,17.1,5581,,1981-01-22
1981,1,23,0,75.7,9.4,9.1,3.0,8.8,20.3,29.1,283.51,933.43,0.0,0.0,19.2,5607,,1981-01-23
1981,1,24,0,67.9,-0.9,-3.5,20.4,18.0,26.7,44.7,288.5,973.25,-30.2,351.2,23.1,5569,,1981-01-24
1981,1,25,12,127.4,3.5,2.6,19.2,19.7,26.9,46.6,279.28,814.53,0.0,0.0,21.0,5628,,1981-01-25
1981,1,26,0,162.4,5.3,3.4,31.0,22.3,25.1,47.4,286.7,968.37,0.0,0.0,30.8,5595,,1981-01-26
1981,1,27,0,129.0,1.9,-0.6,12.6,22.5,26.9,49.4,287.66,965.59,-107.0,143.5,22.9,5591,,1981-01-27
1981,1,28,0,140.1,4.7,2.6,9.6,18.7,24.3,43.0,286.85,963.12,0.0,0.0,20.6,5608,,1981-01-28
1981,1,29,12,114.1,6.0,2.7,9.2,12.3,22.9,35.2,286.14,876.33,-369.4,14.7,24.3,5671,,1981-01-29
1981,1,30,0,180.6,4.4,1.2,29.8,21.9,27.5,49.4,288.95,983.26,0.0,0.0,31.7,5656,,1981-01-30
1981,1,31,0,337.6,0.4,-4.9,36.0,24.9,29.7,54.6,292.69,980.42,-74.7,849.0,36.9,5677,,1981-01-31
1981,2,1,0,306.8,1.1,-6.9,36.5,26.1,27.1,53.2,289.56,1000.96,0.0,0.0,33.2,5583,,1981-02-01
1981,2,2,0,56.3,3.3,0.5,13.8,11.6,26.9,38.5,288.97,990.55,-57.2,63.6,23.8,5596,,1981-02-02
1981,2,3,0,71.9,9.1,8.9,7.2,14.9,20.7,35.6,281.9,912.77,0.0,0.0,24.2,5617,,1981-02-03
1981,2,4,0,126.5,11.4,10.0,7.8,13.5,18.5,32.0,285.73,968.52,0.0,0.0,23.6,5640,,1981-02-04
1981,2,5,0,109.3,13.5,11.7,6.8,9.9,21.9,31.8,285.92,968.49,0.0,0.0,23.0,5684,,1981-02-05
1981,2,6,0,87.1,5.4,3.8,8.4,15.7,27.7,43.4,284.78,930.04,0.0,0.0,19.5,5647,,1981-02-06
1981,2,7,0,82.8,6.6,4.6,16.0,14.3,27.1,41.4,286.7,968.37,0.0,0.0,20.8,5649,,1981-02-07
1981,2,8,0,240.2,1.3,-2.4,30.4,23.7,28.1,51.8,289.93,980.67,-66.7,387.3,29.1,5623,,1981-02-08
1981,2,9,0,180.1,4.8,4.3,27.0,22.7,26.5,49.2,282.75,909.19,0.0,0.0,24.9,5620,,1981-02-09
1981,2,10,0,172.2,2.5,0.1,32.4,23.3,26.5,49.8,288.16,985.76,-2.3,28.1,29.9,5610,,1981-02-10
1981,2,11,0,139.3,11.6,11.7,11.8,13.3,16.5,29.8,285.0,988.39,0.0,0.0,24.4,5586,,1981-02-11
1981,2,12,0,80.3,7.2,7.5,11.4,16.9,23.1,40.0,283.77,968.83,0.0,0.0,18.3,5618,,1981-02-12
1981,2,13,0,74.2,9.6,8.6,1.4,10.7,18.5,29.2,285.95,973.59,0.0,0.0,20.2,5611,,1981-02-13
1981,2,14,0,81.5,7.7,3.8,-0.8,8.0,20.7,28.7,289.7,975.66,0.0,0.0,23.2,5677,,1981-02-14
1981,2,15,0,135.9,6.9,1.8,10.0,12.1,27.5,39.6,291.29,978.01,0.0,0.0,27.6,5722,,1981-02-15
1981,2,16,0,135.3,2.5,-3.4,13.8,15.5,26.3,41.8,293.75,997.6,-24.2,257.5,26.2,5691,,1981-02-16
1981,2,17,0,162.0,3.1,-1.9,16.6,18.7,24.7,43.4,291.55,951.22,-74.2,318.5,28.7,5677,,1981-02-17
1981,2,18,0,111.0,8.4,6.5,8.0,14.5,20.7,35.2,286.21,944.11,0.0,0.0,19.4,5639,,1981-02-18
1981,2,19,0,64.0,7.0,6.1,4.8,10.4,22.9,33.3,283.56,918.32,0.0,0.0,15.3,5634,,1981-02-19
1981,2,20,0,66.0,8.1,7.1,3.8,4.4,25.3,29.7,283.12,909.01,0.0,0.0,15.5,5673,,1981-02-20
1981,2,21,0,71.8,7.9,5.7,7.0,9.8,26.1,35.9,285.91,938.46,0.0,0.0,19.9,5675,,1981-02-21
1981,2,22,0,66.0,5.3,3.7,7.6,7.6,27.1,34.7,283.08,874.47,0.0,0.0,16.2,5663,,1981-02-22
1981,2,23,0,70.5,10.3,8.6,6.8,12.7,23.9,36.6,285.88,963.3,0.0,0.0,21.5,5685,,1981-02-23
1981,2,24,0,73.7,2.9,1.4,12.0,3.8,27.3,31.1,284.95,920.85,0.0,0.0,14.1,5613,,1981-02-24
1981,2,25,0,67.9,2.6,-0.3,10.6,14.9,31.7,46.6,287.65,949.36,-481.0,2.0,19.0,5672,,1981-02-25
1981,2,26,0,91.3,2.7,-1.8,23.6,14.5,30.1,44.6,290.43,942.95,-218.3,39.5,24.0,5710,,1981-02-26
1981,2,27,0,112.6,3.7,-0.3,28.0,16.1,33.9,50.0,288.72,934.68,-321.3,411.4,21.6,5689,,1981-02-27
1981,2,28,12,265.3,-8.9,-15.1,32.0,20.7,35.5,56.2,293.06,876.11,-180.5,4596.2,31.8,5693,,1981-02-28
1981,3,1,0,460.2,-1.9,-7.0,36.6,23.3,34.9,58.2,293.26,987.57,-170.8,1750.7,33.8,5689,,1981-03-01
1981,3,2,0,203.1,-0.3,-4.9,29.2,19.9,32.3,52.2,290.04,943.04,-188.5,942.5,25.1,5664,,1981-03-02
1981,3,3,0,100.4,5.2,4.2,17.0,17.7,26.7,44.4,280.86,848.65,0.0,0.0,22.1,5644,,1981-03-03
1981,3,4,0,44.6,9.8,9.2,4.6,8.2,24.1,32.3,281.72,899.86,0.0,0.0,21.1,5666,,1981-03-04
1981,3,5,0,54.1,7.2,4.0,6.2,11.9,23.7,35.6,286.8,926.32,0.0,0.0,21.6,5687,,1981-03-05
1981,3,6,0,146.3,8.5,4.5,15.0,16.9,26.1,43.0,288.01,928.91,0.0,0.0,26.3,5726,,1981-03-06
1981,3,7,0,119.0,5.4,0.4,18.6,16.1,27.3,43.4,290.1,945.91,-198.2,51.5,25.4,5702,,1981-03-07
1981,3,8,0,69.8,-1.7,-5.9,21.0,11.6,33.7,45.3,289.86,918.96,-209.5,2212.4,18.6,5661,,1981-03-08
1981,3,9,0,108.2,-1.7,-7.3,30.0,17.7,32.1,49.8,292.48,939.44,-149.7,2933.3,31.6,5682,,1981-03-09
1981,3,10,0,181.4,0.6,-3.9,33.1,20.7,30.3,51.0,289.77,948.84,-147.5,750.5,30.5,5675,,1981-03-10
1981,3,11,0,403.0,-2.9,-9.6,34.4,24.7,35.1,59.8,294.9,985.28,-136.5,3009.3,38.6,5691,,1981-03-11
1981,3,12,0,224.4,2.1,-2.9,33.6,22.1,30.1,52.2,290.71,959.7,-181.6,543.7,34.7,5694,,1981-03-12
1981,3,13,0,224.5,-4.3,-6.3,25.3,23.3,33.3,56.6,286.49,929.43,-131.9,595.4,19.9,5543,,1981-03-13
1981,3,14,0,113.3,9.3,6.2,24.8,14.5,23.1,37.6,288.09,970.75,0.0,0.0,30.5,5677,,1981-03-14
1981,3,15,12,65.8,-0.1,-4.1,16.7,13.5,22.7,36.2,287.62,843.67,-263.0,829.0,22.6,5676,,1981-03-15
1981,3,16,0,163.9,1.4,-3.8,22.8,20.3,25.7,46.0,292.38,967.48,-39.8,1685.2,31.4,5649,,1981-03-16
1981,3,17,0,175.0,6.5,2.8,20.8,18.9,24.1,43.0,288.96,960.04,-108.9,3.2,35.5,5678,,1981-03-17
1981,3,18,0,171.4,4.0,-0.7,24.4,21.3,24.1,45.4,291.92,983.02,-37.0,127.4,37.6,5681,,1981-03-18
1981,3,19,0,93.0,4.6,-1.7,16.6,13.3,24.5,37.8,293.83,975.14,-63.7,53.3,35.0,5727,,1981-03-19
1981,3,20,0,150.2,1.4,-6.1,28.6,18.5,26.7,45.2,296.09,985.21,-29.8,3134.9,36.6,5715,,1981-03-20
1981,3,21,0,163.5,1.3,-6.5,31.8,20.3,27.1,47.4,296.41,977.46,-20.9,2922.2,41.5,5728,,1981-03-21
1981,3,22,0,285.1,1.6,-3.6,36.9,23.1,30.5,53.6,291.89,948.32,-173.2,4.9,38.7,5729,,1981-03-22
1981,3,23,0,415.9,-4.0,-10.2,40.2,26.1,33.7,59.8,294.17,956.25,-93.1,2820.5,37.1,5685,,1981-03-23
1981,3,24,0,110.0,-1.5,-8.0,29.2,17.7,30.1,47.8,295.06,980.18,-50.0,2337.0,30.1,5672,,1981-03-24
1981,3,25,0,275.1,-1.7,-7.5,34.6,24.1,30.5,54.6,294.05,977.71,-48.2,2368.4,38.5,5651,,1981-03-25
1981,3,26,0,128.2,1.1,-1.9,26.6,19.9,30.9,50.8,289.14,980.76,-109.1,188.8,27.0,5615,,1981-03-26
1981,3,27,0,219.5,-5.2,-9.5,22.3,22.3,33.3,55.6,291.73,985.52,-46.9,2790.4,21.1,5581,,1981-03-27
1981,3,28,0,349.7,0.4,-3.8,28.6,27.1,28.5,55.6,290.69,975.54,-65.8,1311.0,28.7,5642,,1981-03-28
1981,3,29,0,348.3,2.3,-2.2,37.0,25.7,30.1,55.8,290.48,957.02,-198.1,527.5,38.4,5686,,1981-03-29
1981,3,30,0,320.0,3.3,-3.0,38.3,23.1,30.9,54.0,293.91,985.37,-192.7,1096.1,42.0,5746,,1981-03-30
1981,3,31,0,594.1,-9.6,-16.3,42.2,31.9,37.9,69.8,295.29,985.28,-27.6,4446.0,36.2,5675,,1981-03-31
1981,4,1,0,226.1,4.6,0.6,34.3,21.7,28.1,49.8,290.84,975.18,-196.0,132.9,37.4,5672,,1981-04-01
1981,4,2,0,225.7,4.8,-1.9,35.5,21.1,25.5,46.6,294.64,977.65,-40.1,774.6,41.5,5727,,1981-04-02
1981,4,3,0,310.7,0.0,-8.7,34.8,23.1,30.7,53.8,297.93,995.1,-26.4,2643.8,42.5,5758,,1981-04-03
1981,4,4,0,509.5,-1.6,-10.1,41.3,25.9,30.1,56.0,297.53,972.06,-6.9,41.3,51.9,5776,,1981-04-04
1981,4,5,0,88.2,4.4,-3.7,13.4,5.3,24.7,30.0,297.42,979.97,-63.5,2035.3,36.7,5758,,1981-04-05
1981,4,6,0,71.8,1.2,-6.9,15.2,3.4,30.5,33.9,297.29,987.66,-88.3,2023.3,24.9,5737,,1981-04-06
1981,4,7,0,57.6,7.2,2.2,12.4,6.9,22.9,29.8,291.39,942.67,-119.4,78.5,26.6,5720,,1981-04-07
1981,4,8,0,67.9,11.1,6.7,5.0,1.2,25.1,26.3,289.42,951.71,0.0,0.0,22.5,5760,,1981-04-08
1981,4,9,0,87.3,2.7,-3.0,5.4,3.4,27.1,30.5,292.73,942.31,-135.7,840.9,18.3,5713,,1981-04-09
1981,4,10,0,75.7,11.6,11.6,16.6,5.6,28.9,34.5,272.0,723.65,0.0,0.0,18.5,5710,,1981-04-10
1981,4,11,0,98.9,0.4,-6.7,18.4,9.6,31.3,40.9,295.27,964.31,-130.8,2124.2,30.1,5737,,1981-04-11
1981,4,12,0,155.1,-2.8,-10.4,20.0,17.1,31.7,48.8,296.71,969.5,-8.7,49.8,31.2,5693,,1981-04-12
1981,4,13,0,222.2,6.5,1.1,19.8,22.7,23.3,46.0,292.47,977.89,-260.7,251.8,39.7,5742,,1981-04-13
1981,4,14,0,252.0,3.6,-4.1,36.3,23.9,25.1,49.0,296.24,980.09,-25.5,2448.7,46.9,5756,,1981-04-14
1981,4,15,0,205.3,3.3,-3.9,30.8,22.1,22.9,45.0,295.65,980.15,-5.4,2387.6,41.0,5734,,1981-04-15
1981,4,16,0,231.9,2.6,-4.9,31.6,23.1,25.5,48.6,296.06,982.65,-23.0,2690.2,43.2,5743,,1981-04-16
1981,4,17,0,193.9,4.3,-0.7,35.5,17.5,31.9,49.4,291.49,977.98,-374.1,91.5,37.2,5744,,1981-04-17
1981,4,18,0,850.7,-2.8,-8.3,47.3,32.3,35.3,67.6,298.07,985.06,-104.6,19.6,57.1,5730,,1981-04-18
1981,4,20,12,391.7,-1.6,-7.9,20.4,27.5,28.5,56.0,293.63,923.87,-68.6,1647.0,38.6,5701,,1981-04-20
1981,4,21,0,139.0,5.1,-1.4,7.2,17.1,24.1,41.2,294.33,990.31,-119.9,627.5,34.2,5757,,1981-04-21
1981,4,22,0,280.7,0.4,-7.5,32.8,24.9,27.1,52.0,296.9,987.69,-3.6,4260.2,43.4,5727,,1981-04-22
1981,4,23,0,346.7,-0.3,-9.7,35.4,25.7,29.1,54.8,298.86,985.03,-30.7,4298.7,49.7,5782,,1981-04-23
1981,4,24,0,139.5,-0.7,-9.7,25.4,18.3,30.1,48.4,298.63,982.47,-30.6,5089.1,35.2,5742,,1981-04-24
1981,4,25,0,126.2,3.7,-7.3,24.4,16.7,28.1,44.8,290.75,931.02,-179.5,404.8,25.0,5712,,1981-04-25
1981,4,26,0,28.5,0.7,-3.8,21.8,13.3,33.3,46.6,290.32,921.92,-271.9,895.0,26.8,5704,,1981-04-26
1981,4,27,0,103.1,0.2,-7.7,22.0,15.3,29.1,44.4,296.9,987.69,-24.3,3371.9,34.4,5699,,1981-04-27
1981,4,28,0,220.6,-0.2,-9.2,38.1,20.1,30.9,51.0,298.34,997.57,-0.5,2.4,48.5,5757,,1981-04-28
1981,4,29,0,258.7,-0.7,-8.7,31.4,21.5,31.7,53.2,296.75,972.18,-79.0,3962.6,37.2,5741,,1981-04-29
1981,4,30,0,306.4,2.0,-4.2,36.7,21.9,32.7,54.6,292.65,930.4,-279.2,1590.6,38.0,5779,,1981-04-30
1981,5,1,0,134.8,-0.6,-7.9,33.5,18.9,28.9,47.8,296.91,998.09,-48.0,3497.1,37.9,5690,,1981-05-01
1981,5,2,0,163.8,-1.8,-10.5,34.5,18.5,31.9,50.4,298.07,985.06,-40.8,3788.7,41.4,5725,,1981-05-02
1981,5,3,0,231.7,4.1,-1.6,36.5,20.7,31.3,52.0,292.42,956.62,-296.5,448.3,41.2,5745,,1981-05-03
1981,5,4,0,270.3,3.0,-3.5,40.3,23.1,28.1,51.2,294.05,977.71,-69.5,757.5,49.0,5752,,1981-05-04
1981,5,5,0,141.8,2.7,-3.6,33.1,20.3,26.1,46.4,294.3,985.34,-25.1,1476.0,39.9,5719,,1981-05-05
1981,5,6,0,173.8,4.9,-1.8,29.5,17.7,22.7,40.4,294.88,982.77,-20.1,841.3,44.2,5705,,1981-05-06
1981,5,7,0,252.7,5.2,-2.0,36.7,21.7,23.3,45.0,295.45,980.15,-9.3,742.9,55.2,5753,,1981-05-07
1981,5,8,0,167.6,4.6,-2.9,32.5,19.5,23.9,43.4,296.09,985.21,-16.9,824.5,48.1,5747,,1981-05-08
1981,5,9,0,303.0,4.4,-5.1,31.0,24.5,26.7,51.2,297.47,985.12,-66.4,210.0,54.1,5789,,1981-05-09
1981,5,10,0,212.6,6.5,0.0,37.3,19.3,30.3,49.6,293.47,961.9,-393.9,5.2,48.0,5817,,1981-05-10
1981,5,11,0,165.7,3.4,-3.2,31.3,17.1,28.5,45.6,294.25,961.78,-154.9,712.3,41.6,5768,,1981-05-11
1981,5,12,0,330.3,2.6,-3.9,40.1,23.3,30.3,53.6,294.29,964.46,-155.3,920.9,45.8,5748,,1981-05-12
1981,5,13,0,182.9,2.8,-4.4,34.5,18.9,28.5,47.4,295.77,972.31,-90.1,711.3,43.6,5747,,1981-05-13
1981,5,14,0,134.8,2.6,-6.9,29.1,13.1,29.9,43.0,299.43,982.41,-96.0,4514.2,41.4,5803,,1981-05-14
1981,5,15,0,163.7,1.2,-9.6,27.8,17.3,30.3,47.6,297.3,920.95,-32.2,4296.6,32.4,5746,,1981-05-15
1981,5,16,0,194.4,1.0,-10.5,31.0,17.9,32.3,50.2,298.26,935.81,-56.8,3964.9,33.5,5777,,1981-05-16
1981,5,17,0,217.7,1.1,-7.9,23.0,18.7,26.3,45.0,298.74,974.59,-16.8,24.3,44.1,5780,,1981-05-17
1981,5,18,0,224.7,3.2,-3.2,29.6,21.1,29.9,51.0,294.47,980.24,-175.8,281.0,42.1,5755,,1981-05-18
1981,5,19,0,239.3,2.8,-6.0,37.7,23.9,25.9,49.8,298.27,985.06,-20.8,1614.1,51.6,5784,,1981-05-19
1981,5,20,0,427.4,8.2,-1.2,43.5,25.1,29.1,54.2,298.15,974.66,-413.6,104.0,76.4,5902,,1981-05-20
1981,5,21,0,228.8,5.0,-2.4,36.3,21.7,23.7,45.4,295.76,958.72,-33.4,521.5,54.3,5764,,1981-05-21
1981,5,22,0,229.8,3.8,-5.0,18.6,21.9,27.9,49.8,297.87,985.09,-81.1,1044.0,45.3,5814,,1981-05-22
1981,5,23,0,149.4,2.1,-5.4,17.6,16.3,30.1,46.4,296.04,980.09,-86.8,780.5,37.2,5769,,1981-05-23
1981,5,24,0,298.0,3.2,-5.9,32.4,23.7,26.3,50.0,298.8,979.84,-21.0,2436.2,52.9,5795,,1981-05-24
1981,5,25,0,147.3,2.2,-5.4,30.5,17.1,29.7,46.8,295.76,958.72,-122.9,796.0,45.5,5785,,1981-05-25
1981,5,26,0,229.3,4.2,-2.6,33.5,23.3,25.1,48.4,294.95,969.74,-78.3,355.5,48.4,5740,,1981-05-26
1981,5,27,0,262.0,3.7,-3.8,39.3,24.1,25.3,49.4,296.31,990.22,-28.5,1.2,54.7,5746,,1981-05-27
1981,5,28,0,217.1,5.7,-2.2,23.2,18.7,26.7,45.4,296.74,995.13,-132.9,439.7,50.9,5785,,1981-05-28
1981,5,29,0,196.4,7.9,1.1,33.7,15.7,29.5,45.2,293.69,942.06,-407.7,7.3,53.7,5832,,1981-05-29
1981,5,30,0,165.7,2.2,-5.2,27.5,17.7,28.7,46.4,295.87,982.68,-98.7,939.7,38.4,5755,,1981-05-30
1981,5,31,0,360.4,-1.0,-10.1,37.7,24.5,30.3,54.8,299.2,979.81,-4.6,7.1,48.5,5757,,1981-05-31
1981,6,1,0,139.5,3.9,-3.1,27.5,16.3,27.1,43.4,295.62,979.5,-5.6,2.3,40.9,5754,,1981-06-01
1981,6,2,0,218.6,6.9,-2.9,35.9,21.5,22.7,44.2,295.3,936.01,-6.7,1541.0,45.4,5758,,1981-06-02
1981,6,3,0,211.5,5.8,-4.8,15.0,19.3,23.9,43.2,296.55,923.59,-13.2,1669.8,33.6,5765,,1981-06-03
1981,6,4,0,113.3,0.2,-10.3,12.4,12.3,31.3,43.6,296.76,879.7,-100.4,5900.8,26.4,5748,,1981-06-04
1981,6,5,0,259.6,3.3,-4.7,37.9,19.5,32.9,52.4,290.88,847.29,-331.6,1054.3,40.8,5754,,1981-06-05
1981,6,6,0,334.7,2.0,-7.5,40.3,23.1,31.5,54.6,294.72,897.53,-108.5,1755.7,44.4,5736,,1981-06-06
1981,6,7,0,271.3,1.9,-4.1,29.0,21.5,33.1,54.6,286.23,806.48,-484.1,412.1,29.2,5714,,1981-06-07
1981,6,8,0,185.7,4.1,-4.7,32.3,19.9,27.9,47.8,293.12,895.14,-107.1,1042.3,35.7,5742,,1981-06-08
1981,6,9,0,212.2,2.8,-6.5,31.0,22.1,26.1,48.2,294.41,911.07,-21.3,2431.3,34.1,5722,,1981-06-09
1981,6,10,0,222.0,2.4,-6.1,32.3,22.5,24.7,47.2,297.96,974.69,-9.1,2517.8,51.5,5767,,1981-06-10
1981,6,11,0,209.2,3.4,-6.7,35.9,23.3,26.1,49.4,295.85,931.12,-7.8,3011.1,43.2,5769,,1981-06-11
1981,6,12,0,158.1,8.2,-0.5,21.8,14.9,25.3,40.2,292.31,878.16,-176.9,56.6,31.1,5787,,1981-06-12
1981,6,13,0,133.3,3.6,-5.3,19.0,15.3,27.9,43.2,293.56,889.4,-79.5,3167.7,26.4,5731,,1981-06-13
1981,6,14,0,31.0,1.7,-6.4,19.0,5.6,32.3,37.9,291.72,840.1,-259.2,3673.4,19.7,5721,,1981-06-14
1981,6,15,0,257.3,11.2,6.5,33.0,21.1,29.5,50.6,279.12,723.26,0.0,0.0,37.4,5764,,1981-06-15
1981,6,16,0,165.9,0.2,-12.7,15.2,16.7,26.5,43.2,301.63,935.59,-2.0,6397.4,32.5,5786,,1981-06-16
1981,6,17,0,226.5,9.1,-0.1,30.5,19.7,21.1,40.8,294.11,936.09,-5.9,1.3,44.8,5775,,1981-06-17
1981,6,18,0,253.0,5.2,-4.8,36.3,23.1,23.9,47.0,295.65,931.14,-5.9,2702.7,47.8,5763,,1981-06-18
1981,6,19,0,265.0,6.8,-3.6,38.3,21.9,23.7,45.6,296.21,928.62,-11.7,21.4,52.2,5780,,1981-06-19
1981,6,20,0,292.6,8.5,-5.6,39.9,21.9,22.7,44.6,294.88,933.64,-31.7,50.6,46.6,5759,,1981-06-20
1981,6,21,0,312.1,7.8,-2.1,35.3,20.1,21.9,42.0,296.29,935.95,-3.2,1810.9,55.0,5697,,1981-06-21
1981,6,22,0,332.8,7.4,-3.3,37.5,21.9,21.9,43.8,297.35,949.99,6.6,2103.8,52.7,5743,Prob,1981-06-22
1981,6,23,0,242.1,3.0,-8.9,32.5,19.9,23.1,43.0,299.51,942.96,-0.5,7243.8,48.1,5767,,1981-06-23
1981,6,24,0,223.5,6.2,-4.1,33.1,21.1,23.1,44.2,296.1,938.34,-2.6,1841.3,45.8,5778,,1981-06-24
1981,6,25,0,227.7,2.6,-6.7,37.3,22.7,25.1,47.8,299.03,982.44,-6.5,3584.8,62.1,5800,,1981-06-25
1981,6,26,0,277.8,8.0,-1.4,42.5,21.3,24.1,45.4,298.38,977.28,-153.5,1330.8,78.3,5870,,1981-06-26
1981,6,27,0,257.9,5.6,-3.9,30.5,19.5,23.7,43.2,299.03,982.44,-10.7,2805.0,59.9,5828,,1981-06-27
1981,6,28,0,225.5,4.6,-4.3,30.5,19.5,23.3,42.8,298.18,977.28,-5.4,1946.2,53.7,5796,,1981-06-28
1981,6,29,0,201.0,2.1,-6.9,31.1,20.1,23.1,43.2,298.86,985.03,-1.4,3044.4,48.0,5760,,1981-06-29
1981,6,30,0,297.0,4.5,-7.1,45.3,25.1,25.3,50.4,298.72,942.98,-2.0,4064.8,62.0,5785,,1981-06-30
1981,7,1,0,284.2,5.0,-3.8,42.7,23.1,24.7,47.8,297.85,962.77,-56.2,1712.5,70.6,5772,,1981-07-01
1981,7,2,0,275.7,7.0,-3.3,38.3,20.3,22.5,42.8,295.81,902.77,-34.1,1373.6,56.7,5772,,1981-07-02
1981,7,3,0,255.0,6.2,-3.6,39.3,20.9,24.1,45.0,295.3,918.68,-28.9,2110.8,51.3,5739,,1981-07-03
1981,7,4,0,242.9,7.1,-3.0,36.1,19.5,23.5,43.0,295.38,910.87,-45.6,1474.8,49.5,5778,,1981-07-04
1981,7,5,0,182.1,7.3,-0.4,31.1,18.3,24.9,43.2,290.71,863.52,-172.2,128.8,38.1,5735,,1981-07-05
1981,7,6,0,238.5,4.9,-5.8,36.5,22.3,24.5,46.8,297.13,945.37,-0.5,3783.2,48.3,5763,,1981-07-06
1981,7,7,0,237.6,7.0,-3.2,32.9,19.7,21.3,41.0,296.12,940.73,-1.8,2208.1,47.7,5741,,1981-07-07
1981,7,8,0,175.1,2.9,-6.5,30.3,19.5,23.9,43.4,295.28,933.59,-3.1,3796.2,35.3,5691,,1981-07-08
1981,7,9,0,263.4,6.4,-4.0,41.5,23.3,23.9,47.2,297.35,949.99,0.0,2514.4,57.4,5767,Prob,1981-07-09
1981,7,10,0,225.3,12.4,-1.9,34.2,16.2,18.8,35.0,295.37,923.73,-19.9,107.9,39.7,5860,,1981-07-10
1981,7,11,0,253.9,5.5,-4.4,40.9,24.3,24.9,49.2,295.48,933.59,-3.8,6.8,48.6,5754,,1981-07-11
1981,7,12,0,221.0,7.3,-2.3,36.9,21.3,22.7,44.0,295.32,940.76,-1.8,426.7,51.9,5732,,1981-07-12
1981,7,13,0,261.5,7.0,-3.6,38.9,22.3,23.1,45.4,296.74,945.4,-1.8,1294.2,52.0,5778,,1981-07-13
1981,7,14,0,245.7,8.0,-1.6,37.1,21.7,23.5,45.2,294.68,933.64,-67.8,381.6,50.3,5778,,1981-07-14
1981,7,15,0,254.3,7.6,-2.5,37.3,21.1,23.9,45.0,295.57,923.73,-34.5,1270.5,47.2,5774,,1981-07-15
1981,7,16,0,257.1,7.1,-4.3,39.5,21.3,23.1,44.4,297.87,935.84,-7.0,1548.4,62.6,5805,,1981-07-16
1981,7,17,0,280.7,6.4,-2.4,42.5,23.3,25.3,48.6,298.13,995.1,-103.4,1336.0,72.6,5818,,1981-07-17
1981,7,18,0,249.4,5.4,-3.5,40.9,21.9,23.7,45.6,298.28,987.59,-24.4,1875.8,67.7,5808,,1981-07-18
